itemid,movies,actors
900,Kundun (1997),"['Tenzin Thuthob Tsarong', 'Gyurme Tethong', 'Tulku Jamyang Kunga Tenzin']"
901,Mr. Magoo (1997),"['Leslie Nielsen', 'Kelly Lynch', 'Matt Keeslar']"
902,The Big Lebowski (1998),"['Jeff Bridges', 'John Goodman', 'Julianne Moore']"
903,Afterglow (1997),"['Nick Nolte', 'Julie Christie', 'Lara Flynn Boyle']"
904,Ma vie en rose (My Life in Pink) (1997),['Unknow']
905,Great Expectations (1998),"['Ethan Hawke', 'Gwyneth Paltrow', 'Hank Azaria']"
906,Oscar & Lucinda (1997),"['Ralph Fiennes', 'Cate Blanchett', 'Ciarán Hinds']"
907,Vermin (1998),"['Shaz Bennett', 'Peter Dryden', 'Merle Nicks']"
908,Half Baked (1998),"['Dave Chappelle', 'Guillermo Diaz', 'Jim Breuer']"
909,Dangerous Beauty (1998),"['Catherine McCormack', 'Rufus Sewell', 'Oliver Platt']"
910,Nil By Mouth (1997),"['Ray Winstone', 'Kathy Burke', 'Charlie Creed-Miles']"
911,Twilight (1998),"['Paul Newman', 'Susan Sarandon', 'Gene Hackman']"
912,U.S. Marshalls (1998),"['Tommy Lee Jones', 'Wesley Snipes', 'Robert Downey Jr.']"
913,Love and Death on Long Island (1997),"['John Hurt', 'Jason Priestley', 'Fiona Loewi']"
914,Wild Things (1998),"['Kevin Bacon', 'Matt Dillon', 'Neve Campbell']"
915,Primary Colors (1998),"['John Travolta', 'Emma Thompson', 'Billy Bob Thornton']"
916,Lost in Space (1998),['Unknow']
917,Mercury Rising (1998),"['Bruce Willis', 'Alec Baldwin', 'Miko Hughes']"
918,City of Angels (1998),"['Nicolas Cage', 'Meg Ryan', 'Andre Braugher']"
919,The City of Lost Children (1995),"['Ron Perlman', 'Daniel Emilfork', 'Judith Vittet']"
920,Two Bits (1995),"['Jerry Barone', 'Mary Elizabeth Mastrantonio', 'Al Pacino']"
921,Farewell My Concubine (1993),"['Leslie Cheung', 'Fengyi Zhang', 'Gong Li']"
922,Dead Man (1995),"['Johnny Depp', 'Gary Farmer', 'Crispin Glover']"
923,Raise the Red Lantern (1991),"['Gong Li', 'Saifei He', 'Jingwu Ma']"
924,White Squall (1996),"['Jeff Bridges', 'Caroline Goodall', 'John Savage']"
925,Unforgettable (1996),"['Ray Liotta', 'Linda Fiorentino', 'Peter Coyote']"
926,Down Periscope (1996),"['Kelsey Grammer', 'Lauren Holly', 'Rob Schneider']"
927,The Flower of My Secret secreto,"['Marisa Paredes', 'Juan Echanove', 'Carme Elias']"
928,The Craft (1996),"['Robin Tunney', 'Fairuza Balk', 'Neve Campbell']"
929,Harriet the Spy (1996),"['Michelle Trachtenberg', 'Gregory Smith', 'Vanessa Chester']"
930,Chain Reaction (1996),"['Keanu Reeves', 'Morgan Freeman', 'Rachel Weisz']"
931,The Island of Dr. Moreau (1996),"['Marlon Brando', 'Val Kilmer', 'David Thewlis']"
932,First Kid (1996),"['Sinbad', 'Brock Pierce', 'Blake Boyd']"
933,The Funeral (1996),"['Christopher Walken', 'Chris Penn', 'Annabella Sciorra']"
934,The Preacher's Wife (1996),Unknow
935,Paradise Road (1997),"['Glenn Close', 'Frances McDormand', 'Pauline Collins']"
936,Brassed Off (1996),"['Pete Postlethwaite', 'Tara Fitzgerald', 'Ewan McGregor']"
937,A Thousand Acres (1997),"['Michelle Pfeiffer', 'Jessica Lange', 'Jason Robards']"
938,A Smile Like Yours (1997),"['Greg Kinnear', 'Lauren Holly', 'Joan Cusack']"
939,Murder in the First (1995),"['Christian Slater', 'Kevin Bacon', 'Gary Oldman']"
940,Airheads (1994),"['Brendan Fraser', 'Steve Buscemi', 'Adam Sandler']"
941,With Honors (1994),"['Joe Pesci', 'Brendan Fraser', 'Moira Kelly']"
942,What's Love Got to Do with It (1993),"['RaéVen Kelly', 'Virginia Capers', 'Dororthy Thorton']"
943,Killing Zoe (1994),"['Eric Stoltz', 'Martin Raymond', 'Eric Pascal Chaltiel']"
944,Renaissance Man (1994),"['Danny DeVito', 'Gregory Hines', 'James Remar']"
945,Charade (1963),"['Cary Grant', 'Audrey Hepburn', 'Walter Matthau']"
946,The Fox and the Hound (1981),"['Mickey Rooney', 'Kurt Russell', 'Pearl Bailey']"
947,The Big Blue bleu,"['Rosanna Arquette', 'Jean-Marc Barr', 'Jean Reno']"
948,Booty Call (1997),"['Jamie Foxx', 'Tommy Davidson', 'Amy Monique Waddell']"
949,How to Make an American Quilt (1995),"['Kaelynn Craddick', 'Sara Craddick', 'Kate Capshaw']"
950,Georgia (1995),"['Jennifer Jason Leigh', 'Mare Winningham', 'Ted Levine']"
951,The Indian in the Cupboard (1995),"['Hal Scardino', 'Litefoot', 'Lindsay Crouse']"
952,Blue in the Face (1995),"['Lou Reed', 'Michael J. Fox', 'Roseanne Barr']"
953,Unstrung Heroes (1995),"['Andie MacDowell', 'John Turturro', 'Michael Richards']"
954,Unzipped (1995),"['Roseanne Barr', 'Sandra Bernhard', 'Robert Best']"
955,Before Sunrise (1995),"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert']"
956,Nobody's Fool (1994),"['Paul Newman', 'Jessica Tandy', 'Bruce Willis']"
957,Pushing Hands (1992),"['Sihung Lung', 'Lai Wang', 'Bozhao Wang']"
958,To Live (Huozhe) (1994),['Unknow']
959,Dazed and Confused (1993),"['Jason London', 'Joey Lauren Adams', 'Milla Jovovich']"
960,Naked (1993),"['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge']"
961,Orlando (1993),"['Felicity Palmer', 'Rosemary Joshua', 'Rosa Mannion']"
962,Ruby in Paradise (1993),"['Ashley Judd', 'Todd Field', 'Bentley Mitchum']"
963,Some Folks Call It a Sling Blade (1993),"['Billy Bob Thornton', 'Molly Ringwald', 'J.T. Walsh']"
964,A Month by the Lake (1995),"['Vanessa Redgrave', 'Edward Fox', 'Uma Thurman']"
965,Funny Face (1957),"['Audrey Hepburn', 'Fred Astaire', 'Kay Thompson']"
966,An Affair to Remember (1957),"['Cary Grant', 'Deborah Kerr', 'Richard Denning']"
967,Little Lord Fauntleroy (1936),['Unknow']
968,The Inspector General (1949),Unknow
969,Winnie the Pooh and the Blustery Day (1968),"['Sebastian Cabot', 'Sterling Holloway', 'John Fiedler']"
970,Hear My Song (1991),"['Brian Flanagan', 'Constance Cowley', 'Marie Mullen']"
971,Mediterraneo (1991),"['Diego Abatantuono', 'Claudio Bigagli', 'Giuseppe Cederna']"
972,Passion Fish (1992),"['Mary McDonnell', 'Angela Bassett', 'Lenore Banks']"
973,Grateful Dead (1995),Unknow
974,Eye for an Eye (1996),"['Sally Field', 'Ed Harris', 'Olivia Burnette']"
975,Fear (1996),"['Mark Wahlberg', 'Reese Witherspoon', 'William Petersen']"
976,Solo (1996),"['Mario Van Peebles', 'Barry Corbin', 'William Sadler']"
977,The Substitute (1996),"['Tom Berenger', 'Raymond Cruz', 'William Forsythe']"
978,Heaven's Prisoners (1996),"['Alec Baldwin', 'Kelly Lynch', 'Mary Stuart Masterson']"
979,The Trigger Effect (1996),"['Kyle MacLachlan', 'Elisabeth Shue', 'Dermot Mulroney']"
980,Mother Night (1996),"['Nick Nolte', 'Tony Robinow', 'Michael McGill']"
981,Dangerous Ground (1997),"['Thokozani Nkosi', 'Ron Smerczak', 'Wilson Dunster']"
982,Maximum Risk (1996),"['Jean-Claude Van Damme', 'Natasha Henstridge', 'Jean-Hugues Anglade']"
983,The Rich Man's Wife (1996),"['Halle Berry', 'Peter Greene', 'Clive Owen']"
984,Shadow Conspiracy (1997),"['Charlie Sheen', 'Donald Sutherland', 'Linda Hamilton']"
985,Blood & Wine (1997),"['Jack Nicholson', 'Stephen Dorff', 'Jennifer Lopez']"
986,Turbulence (1997),"['Ray Liotta', 'Lauren Holly', 'Brendan Gleeson']"
987,Underworld (1997),"['James Fleet', 'Susan Wooldridge', 'Mike Reid']"
988,The Beautician and the Beast (1997),"['Fran Drescher', 'Timothy Dalton', 'Ian McNeice']"
989,Cats Don't Dance (1997),"['Scott Bakula', 'Jasmine Guy', 'Natalie Cole']"
990,Anna Karenina (1997),"['Sophie Marceau', 'Sean Bean', 'Alfred Molina']"
991,Keys to Tulsa (1997),"['Eric Stoltz', 'James Spader', 'Deborah Kara Unger']"
992,Head Above Water (1996),"['Harvey Keitel', 'Cameron Diaz', 'Craig Sheffer']"
993,Hercules (1997),"['Barbara Barrie', 'Roger Bart', 'Mary Kay Bergman']"
994,The Last Time I Committed Suicide (1997),"['Thomas Jane', 'Keanu Reeves', 'Adrien Brody']"
995,Guido Kiss Me (1997),"['Nick Scotti', 'Anthony Barrile', 'Anthony DeSando']"
996,The Big Green (1995),"['Steve Guttenberg', ""Olivia d'Abo"", 'Jay O. Sanders']"
997,Stuart Saves His Family (1995),"['Al Franken', 'Laura San Giacomo', ""Vincent D'Onofrio""]"
998,Cabin Boy (1994),"['Chris Elliott', 'Ritch Brinkley', 'James Gammon']"
999,Clean Slate (1994),"['Dana Carvey', 'Valeria Golino', 'James Earl Jones']"
1000,Lightning Jack (1994),"['Paul Hogan', 'Cuba Gooding Jr.', ""Beverly D'Angelo""]"
1001,The Stupids (1996),"['Tom Arnold', 'Jessica Lundy', 'Bug Hall']"
1002,The Pest (1997),"['John Leguizamo', 'Jeffrey Jones', 'Edoardo Ballerini']"
1003,That Darn Cat! (1997),"['Christina Ricci', 'Doug E. Doug', 'Dean Jones']"
1004,Geronimo: An American Legend (1993),"['Jason Patric', 'Gene Hackman', 'Robert Duvall']"
1005,La Double vie de Véronique Veronique,"['Irène Jacob', 'Halina Gryglaszewska', 'Kalina Jedrusik']"
1006,Until the End of the World (Bis ans Ende der Welt) (1991),['Unknow']
1007,Waiting for Guffman (1996),"['Deborah Theaker', 'Michael Hitchcock', 'Scott Williamson']"
1008,I Shot Andy Warhol (1996),"['Lili Taylor', 'Jared Harris', 'Martha Plimpton']"
1009,Stealing Beauty (1996),"['Carlo Cecchi', 'Sinéad Cusack', 'Joseph Fiennes']"
1010,Basquiat (1996),"['Jeffrey Wright', 'Michael Wincott', 'Benicio Del Toro']"
1011,2 Days in the Valley (1996),"['Danny Aiello', 'Greg Cruttwell', 'Jeff Daniels']"
1012,Private Parts (1997),"['Howard Stern', 'Robin Quivers', 'Mary McCormack']"
1013,Anaconda (1997),"['Jennifer Lopez', 'Ice Cube', 'Jon Voight']"
1014,Romy and Michele's High School Reunion (1997),"['Mira Sorvino', 'Lisa Kudrow', 'Janeane Garofalo']"
1015,Shiloh (1997),"['Scott Wilson', 'Blake Heron', 'Bonnie Bartlett']"
1016,Con Air (1997),"['Colm Meaney', 'Mykelti Williamson', 'Nick Chinlund']"
1017,Trees Lounge (1996),"['Carol Kane', 'Mark Boone Junior', 'Steve Buscemi']"
1018,Tie Me Up! Tie Me Down! (1990),"['Victoria Abril', 'Antonio Banderas', 'Loles León']"
1019,The) Die xue shuang xiong (Killer (1989),"['Chow Yun-Fat', 'Danny Lee', 'Sally Yeh']"
1020,Gaslight (1944),"['Charles Boyer', 'Ingrid Bergman', 'Joseph Cotten']"
1021,8 1/2 (1963),"['Marcello Mastroianni', 'Claudia Cardinale', 'Anouk Aimée']"
1022,Cheap Fast (1997),"['Dave Hoover', 'George Mendonça', 'Raymond A. Mendez']"
1023,Fathers' Day (1997),['Unknow']
1024,Mrs. Dalloway (1997),"['Vanessa Redgrave', 'Natascha McElhone', 'Michael Kitchen']"
1025,Fire Down Below (1997),"['Steven Seagal', 'Marg Helgenberger', 'Stephen Lang']"
1026,The Lay of the Land (1997),"['Sally Kellerman', 'Ed Begley Jr.', 'Sandra Taylor']"
1027,The Shooter (1995),"['Dolph Lundgren', 'Maruschka Detmers', 'Assumpta Serna']"
1028,Grumpier Old Men (1995),"['Walter Matthau', 'Jack Lemmon', 'Sophia Loren']"
1029,Jury Duty (1995),"['Pauly Shore', 'Tia Carrere', 'Stanley Tucci']"
1030,The Beverly Hillbillies (1993),"['Jim Varney', 'Diedrich Bader', 'Erika Eleniak']"
1031,Lassie (1994),"['Tom Guiry', 'Helen Slater', 'Jon Tenney']"
1032,Little Big League (1994),"['Luke Edwards', 'Timothy Busfield', 'John Ashton']"
1033,Homeward Bound II: Lost in San Francisco (1996),"['Michael J. Fox', 'Sally Field', 'Ralph Waite']"
1034,The Quest (1996),"['Jean-Claude Van Damme', 'Roger Moore', 'James Remar']"
1035,Cool Runnings (1993),"['Leon', 'Doug E. Doug', 'Rawle D. Lewis']"
1036,Drop Dead Fred (1991),"['Phoebe Cates', 'Rik Mayall', 'Marsha Mason']"
1037,Grease 2 (1982),"['Maxwell Caulfield', 'Michelle Pfeiffer', 'Lorna Luft']"
1038,Switchback (1997),"['Claudia Stedelin', 'Ian Nelson', 'Brent Hinkley']"
1039,Hamlet (1996),"['Rizz Abbasi', 'Richard Attenborough', 'David Blair']"
1040,Two if by Sea (1996),"['Denis Leary', 'Sandra Bullock', 'Stephen Dillane']"
1041,Forget Paris (1995),"['Billy Crystal', 'Debra Winger', 'Joe Mantegna']"
1042,Just Cause (1995),"['Sean Connery', 'Laurence Fishburne', 'Kate Capshaw']"
1043,Rent-a-Kid (1995),"['Leslie Nielsen', 'Christopher Lloyd', 'Matt McCoy']"
1044,The Paper (1994),"['Michael Keaton', 'Robert Duvall', 'Glenn Close']"
1045,Fearless (1993),"['Jeff Bridges', 'Isabella Rossellini', 'Rosie Perez']"
1046,Malice (1993),"['Alec Baldwin', 'Nicole Kidman', 'Bill Pullman']"
1047,Multiplicity (1996),"['Michael Keaton', 'Andie MacDowell', 'Zack Duhame']"
1048,She's the One (1996),"['John Mahoney', 'Edward Burns', 'Michael McGlone']"
1049,House Arrest (1996),"['Kyle Howard', 'Herbert Russell', 'Jamie Lee Curtis']"
1050,The Ghost and Mrs. Muir (1947),"['Gene Tierney', 'Rex Harrison', 'George Sanders']"
1051,The Associate (1996),"['Whoopi Goldberg', 'Dianne Wiest', 'Eli Wallach']"
1052,Dracula: Dead and Loving It (1995),"['Leslie Nielsen', 'Peter MacNicol', 'Steven Weber']"
1053,Now and Then (1995),"['Christina Ricci', ""Rosie O'Donnell"", 'Thora Birch']"
1054,Mr. Wrong (1996),"['Ellen DeGeneres', 'Bill Pullman', 'Joan Cusack']"
1055,A Simple Twist of Fate (1994),"['Steve Martin', 'Gabriel Byrne', 'Laura Linney']"
1056,Cronos (1992),"['Federico Luppi', 'Ron Perlman', 'Claudio Brook']"
1057,The Pallbearer (1996),"['David Schwimmer', 'Gwyneth Paltrow', 'Michael Rapaport']"
1058,The War (1994),"['Elijah Wood', 'Kevin Costner', 'Mare Winningham']"
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),"['Shawn Wayans', 'Marlon Wayans', 'Tracey Cherelle Jones']"
1060,The Adventures of Pinocchio (1996),"['Martin Landau', 'Jonathan Taylor Thomas', 'Geneviève Bujold']"
1061,The Evening Star (1996),"['Shirley MacLaine', 'Bill Paxton', 'Juliette Lewis']"
1062,Four Days in September (1997),"['Alan Arkin', 'Fernanda Torres', 'Pedro Cardoso']"
1063,A Little Princess (1995),"['Liesel Matthews', 'Eleanor Bron', 'Liam Cunningham']"
1064,Crossfire (1947),"['Robert Young', 'Robert Mitchum', 'Robert Ryan']"
1065,Koyaanisqatsi (1983),"['Edward Asner', 'Pat Benatar', 'Jerry Brown']"
1066,Balto (1995),"['Kevin Bacon', 'Bob Hoskins', 'Bridget Fonda']"
1067,Bottle Rocket (1996),"['Luke Wilson', 'Owen Wilson', 'Ned Dowd']"
1068,The Star Maker stelle,"['Bing Crosby', 'Louise Campbell', 'Linda Ware']"
1069,Amateur (1994),"['Isabelle Huppert', 'Martin Donovan', 'Elina Löwensohn']"
1070,Living in Oblivion (1995),"['Steve Buscemi', 'Catherine Keener', 'Dermot Mulroney']"
1071,Party Girl (1995),"['The Lady Bunny', 'Lum Chang Pang', 'Parker Posey']"
1072,A Pyromaniac's Love Story (1995),"['William Baldwin', 'John Leguizamo', 'Sadie Frost']"
1073,Shallow Grave (1994),"['Kerry Fox', 'Christopher Eccleston', 'Ewan McGregor']"
1074,Reality Bites (1994),"['Winona Ryder', 'Ethan Hawke', 'Janeane Garofalo']"
1075,A Man of No Importance (1994),"['Albert Finney', 'Brenda Fricker', 'Michael Gambon']"
1076,The Pagemaster (1994),"['Macaulay Culkin', 'Kanin Howell', 'Alexis Kirschner']"
1077,Love and a .45 (1994),"['Gil Bellows', 'Renée Zellweger', 'Rory Cochrane']"
1078,Oliver & Company (1988),"['Joey Lawrence', 'Billy Joel', 'Cheech Marin']"
1079,Joe's Apartment (1996),"[""Jerry O'Connell"", 'Megan Ward', 'Billy West']"
1080,Celestial Clockwork (1994),"['Alfredo Alcón', 'Hugo Carrizo', 'Julio Cortázar']"
1081,Curdled (1996),"['William Baldwin', 'Angela Jones', 'Bruce Ramsay']"
1082,Female Perversions (1996),"['Tilda Swinton', 'Amy Madigan', 'Karen Sillas']"
1083,Albino Alligator (1996),"['Matt Dillon', 'Faye Dunaway', 'Gary Sinise']"
1084,Anne Frank Remembered (1995),"['Isa Baschwitz', 'Mary Bos', 'Kenneth Branagh']"
1085,Carried Away (1996),"['Dennis Hopper', 'Amy Irving', 'Amy Locane']"
1086,It's My Party (1995),"['Margaret Cho', 'Bruce Davison', 'Lee Grant']"
1087,Bloodsport 2 (1995),"['Jean-Claude Van Damme', 'Donald Gibb', 'Leah Ayres']"
1088,Double Team (1997),"['Jean-Claude Van Damme', 'Dennis Rodman', 'Mickey Rourke']"
1089,Speed 2: Cruise Control (1997),"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe']"
1090,Sliver (1993),"['Sharon Stone', 'William Baldwin', 'Tom Berenger']"
1091,Pete's Dragon (1977),"['Helen Reddy', 'Jim Dale', 'Mickey Rooney']"
1092,Dear God (1996),"['Greg Kinnear', 'Laurie Metcalf', 'Maria Pitillo']"
1093,Live Nude Girls (1995),"['Dana Delany', 'Kim Cattrall', 'Cynthia Stevenson']"
1094,A Thin Line Between Love and Hate (1996),"['Martin Lawrence', 'Lynn Whitfield', 'Regina King']"
1095,High School High (1996),"['Jon Lovitz', 'Tia Carrere', 'Louise Fletcher']"
1096,Commandments (1997),"['Aidan Quinn', 'Courteney Cox', 'Anthony LaPaglia']"
1097,La) Hate (Haine (1995),"['Amandla Stenberg', 'Regina Hall', 'Russell Hornsby']"
1098,Flirting With Disaster (1996),"['Ben Stiller', 'Patricia Arquette', 'Téa Leoni']"
1099,Green Red Firecracker (1994),"['Jing Ning', 'Gang Wu', 'Xiaorui Zhao']"
1100,What Happened Was... (1994),"['Karen Sillas', 'Tom Noonan']"
1101,Six Degrees of Separation (1993),"['Stockard Channing', 'Will Smith', 'Donald Sutherland']"
1102,Two Much (1996),"['Antonio Banderas', 'Melanie Griffith', 'Daryl Hannah']"
1103,Trust (1990),"['Adrienne Shelly', 'Martin Donovan', 'Rebecca Nelson']"
1104,C'est arrivé près de chez vous (1992),"['Benoît Poelvoorde', 'Jacqueline Poelvoorde-Pappaert', 'Nelly Pappaert']"
1105,Firestorm (1998),"['Howie Long', 'Scott Glenn', 'William Forsythe']"
1106,The Newton Boys (1998),"['Matthew McConaughey', 'Skeet Ulrich', 'Ethan Hawke']"
1107,Beyond Rangoon (1995),"['Patricia Arquette', 'U Aung Ko', 'Frances McDormand']"
1108,Feast of July (1995),"['Embeth Davidtz', 'Tom Bell', 'Gemma Jones']"
1109,Death and the Maiden (1994),"['Sigourney Weaver', 'Ben Kingsley', 'Stuart Wilson']"
1110,Tank Girl (1995),"['Lori Petty', 'Ice-T', 'Naomi Watts']"
1111,Double Happiness (1994),"['Claudette Carracedo', 'Greg Chan', 'Stephen Chang']"
1112,Cobb (1994),"['Tommy Lee Jones', 'Robert Wuhl', 'Lolita Davidovich']"
1113,Mrs. Parker and the Vicious Circle (1994),"['Jennifer Jason Leigh', 'Campbell Scott', 'Matthew Broderick']"
1114,Faithful (1996),"['Cher', 'Chazz Palminteri', ""Ryan O'Neal""]"
1115,Twelfth Night (1996),"['Imogen Stubbs', 'Steven Mackintosh', 'Nicholas Farrell']"
1116,The Mark of Zorro (1940),"['Tyrone Power', 'Linda Darnell', 'Basil Rathbone']"
1117,Surviving Picasso (1996),"['Anthony Hopkins', 'Natascha McElhone', 'Julianne Moore']"
1118,Up in Smoke (1978),"['Cheech Marin', 'Tommy Chong', 'Strother Martin']"
1119,Some Kind of Wonderful (1987),"['Eric Stoltz', 'Mary Stuart Masterson', 'Lea Thompson']"
1120,I'm Not Rappaport (1996),"['Walter Matthau', 'Ossie Davis', 'Amy Irving']"
1121,The Umbrellas of Cherbourg Cherbourg,"['Catherine Deneuve', 'Nino Castelnuovo', 'Anne Vernon']"
1122,They Made Me a Criminal (1939),"['John Garfield', 'The Dead End Kids', 'Claude Rains']"
1123,The Last Time I Saw Paris (1954),"['Elizabeth Taylor', 'Van Johnson', 'Walter Pidgeon']"
1124,A Farewell to Arms (1932),"['Helen Hayes', 'Gary Cooper', 'Adolphe Menjou']"
1125,The Innocents (1961),"['Deborah Kerr', 'Peter Wyngarde', 'Megs Jenkins']"
1126,The Old Man and the Sea (1958),"['Spencer Tracy', 'Felipe Pazos', 'Harry Bellaver']"
1127,The Truman Show (1998),"['Jim Carrey', 'Laura Linney', 'Noah Emmerich']"
1128,Heidi Fleiss: Hollywood Madam (1995) ,"['Nick Broomfield', 'Nina Xining Zuo', 'Madam Alex']"
1129,Chungking Express (1994),"['Brigitte Lin', 'Tony Leung Chiu-wai', 'Faye Wong']"
1130,Jupiter's Wife (1994),"['Maggie Cogan', 'Katina Commings']"
1131,Safe (1995),"['Julianne Moore', 'Xander Berkeley', 'Dean Norris']"
1132,Feeling Minnesota (1996),"['Keanu Reeves', 'Cameron Diaz', ""Vincent D'Onofrio""]"
1133,Escape to Witch Mountain (1975),"['Eddie Albert', 'Ray Milland', 'Donald Pleasence']"
1134,Get on the Bus (1996),"['Richard Belzer', ""De'aundre Bonds"", 'Andre Braugher']"
1135,The Doors (1991),"['Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan']"
1136,Ghosts of Mississippi (1996),"['Alec Baldwin', 'James Woods', 'Virginia Madsen']"
1137,Beautiful Thing (1996),"['Linda Henry', 'Glen Berry', 'Scott Neal']"
1138,Best Men (1997),"['Dean Cain', 'Andy Dick', 'Sean Patrick Flanery']"
1139,Hackers (1995),"['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford']"
1140,The Road to Wellville (1994),"['Anthony Hopkins', 'Bridget Fonda', 'Matthew Broderick']"
1141,The War Room (1993),"['James Carville', 'George Stephanopoulos', 'Heather Beckel']"
1142,When We Were Kings (1996),"['Muhammad Ali', 'George Foreman', 'Don King']"
1143,Hard Eight (1996),"['Philip Baker Hall', 'John C. Reilly', 'Gwyneth Paltrow']"
1144,The Quiet Room (1996),"[""Celine O'Leary"", 'Paul Blackwell', 'Chloe Ferguson']"
1145,Blue Chips (1994),"['Nick Nolte', 'Mary McDonnell', 'J.T. Walsh']"
1146,Calendar Girl (1993),"['Jason Priestley', 'Gabriel Olds', ""Jerry O'Connell""]"
1147,My Family (1995),['Unknow']
1148,Tom & Viv (1994),"['Willem Dafoe', 'Miranda Richardson', 'Rosemary Harris']"
1149,Walkabout (1971),"['Jenny Agutter', 'Luc Roeg', 'David Gulpilil']"
1150,Last Dance (1996),"['Sharon Stone', 'Rob Morrow', 'Randy Quaid']"
1151,Original Gangstas (1996),"['Fred Williamson', 'Jim Brown', 'Pam Grier']"
1152,In Love and War (1996),"['Mackenzie Astin', 'Margot Steinberg', 'Sandra Bullock']"
1153,Backbeat (1993),"['Sheryl Lee', 'Stephen Dorff', 'Ian Hart']"
1154,Alphaville (1965),"['Eddie Constantine', 'Anna Karina', 'Akim Tamiroff']"
1155,Les) Rendezvous in Paris (Rendez-vous de Paris (1995),"['Clara Bellar', 'Antoine Basler', 'Mathias Mégard']"
1156,Cyclo (1995),"['Le Van Loc', 'Tony Leung Chiu-wai', 'Nu Yên-Khê Tran']"
1157,The Relic (1997),"['Penelope Ann Miller', 'Tom Sizemore', 'Linda Hunt']"
1158,La Fille seule (1995),"['Virginie Ledoyen', 'Benoît Magimel', 'Dominique Valadié']"
1159,Stalker (1979),"['Alisa Freyndlikh', 'Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn']"
1160,Love! Valour! Compassion! (1997),"['Jason Alexander', 'Stephen Spinella', 'Stephen Bogardus']"
1161,Palookaville (1996),"['William Forsythe', 'Vincent Gallo', 'Adam Trese']"
1162,Phat Beach (1996),"['Jermaine Hopkins', 'Claudia Kaleem', 'Candice Merideth']"
1163,The Portrait of a Lady (1996),"['Nicole Kidman', 'John Malkovich', 'Barbara Hershey']"
1164,Zeus and Roxanne (1997),"['Steve Guttenberg', 'Kathleen Quinlan', 'Arnold Vosloo']"
1165,Big Bully (1996),"['Rick Moranis', 'Tom Arnold', 'Julianne Phillips']"
1166,Love & Human Remains (1993),"['Thomas Gibson', 'Ruth Marshall', 'Cameron Bancroft']"
1167,The Sum of Us (1994),"['Jack Thompson', 'Russell Crowe', 'John Polson']"
1168,Little Buddha (1993),"['Keanu Reeves', 'Ruocheng Ying', 'Chris Isaak']"
1169,Fresh (1994),"['Sean Nelson', 'Giancarlo Esposito', 'Samuel L. Jackson']"
1170,Spanking the Monkey (1994),"['Jeremy Davies', 'Alberta Watson', 'Benjamin Hendrickson']"
1171,Wild Reeds (1994),"['Élodie Bouchez', 'Gaël Morel', 'Stéphane Rideau']"
1172,The Women (1939),"['Norma Shearer', 'Joan Crawford', 'Rosalind Russell']"
1173,Bliss (1997),"['Craig Sheffer', 'Sheryl Lee', 'Terence Stamp']"
1174,Caught (1996),"['Edward James Olmos', 'Maria Conchita Alonso', 'Arie Verveen']"
1175,Hugo Pool (1997),"['Alyssa Milano', 'Mark Boone Junior', 'Malcolm McDowell']"
1176,Welcome To Sarajevo (1997),"['Stephen Dillane', 'Woody Harrelson', 'Marisa Tomei']"
1177,Dunston Checks In (1996),"['Jason Alexander', 'Faye Dunaway', 'Eric Lloyd']"
1178,Major Payne (1994),"['Damon Wayans', 'Michael Ironside', 'Bam Bam Bigelow']"
1179,Man of the House (1995),"['Chevy Chase', 'Farrah Fawcett', 'Jonathan Taylor Thomas']"
1180,I Love Trouble (1994),"['Nick Nolte', 'Julia Roberts', 'Saul Rubinek']"
1181,A Low Down Dirty Shame (1994),"['Keenen Ivory Wayans', 'Charles S. Dutton', 'Jada Pinkett Smith']"
1182,Cops and Robbersons (1994),"['Chevy Chase', 'Jack Palance', 'Dianne Wiest']"
1183,The Cowboy Way (1994),"['Woody Harrelson', 'Kiefer Sutherland', 'Dylan McDermott']"
1184,The Endless Summer 2 (1994),"[""Robert 'Wingnut' Weaver"", ""Patrick O'Connell"", 'Robert August']"
1185,In the Army Now (1994),"['Pauly Shore', 'Andy Dick', 'Lori Petty']"
1186,The Inkwell (1994),"['Larenz Tate', 'Joe Morton', 'Suzzanne Douglas']"
1187,Switchblade Sisters (1975),"['Robbie Lee', 'Joanne Nail', 'Monica Gayle']"
1188,Young Guns II (1990),"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips']"
1189,Prefontaine (1997),"['Jared Leto', 'R. Lee Ermey', ""Ed O'Neill""]"
1190,That Old Feeling (1997),"['Bette Midler', 'Dennis Farina', 'Paula Marshall']"
1191,A Letter From Death Row (1998),"['Bret Michaels', 'Martin Sheen', 'Kristi Gibson']"
1192,The Boys of St. Vincent (1993),"['Henry Czerny', 'Johnny Morina', 'Brian Dooley']"
1193,Before the Rain (Pred dozhdot) (1994),"['Grégoire Colin', 'Josif Josifovski', 'Boris Delcevski']"
